#Frequency,Velocity,Velstd
6.500,339.602,0.000000000
7.000,362.326,0.000000000
7.500,318.194,0.000000000
8.000,273.700,0.000000000
8.500,254.470,0.000000000
9.000,238.854,0.000000000
9.500,222.123,0.000000000
10.000,212.066,0.000000000
10.500,199.579,0.000000000
11.000,185.001,0.000000000
11.500,173.536,0.000000000
12.000,161.285,0.000000000
12.500,150.335,0.000000000
13.000,141.382,0.000000000
13.500,133.998,0.000000000
14.000,128.075,0.000000000
14.500,123.129,0.000000000
15.000,119.235,0.000000000
15.500,115.264,0.000000000
16.000,111.815,0.000000000
16.500,108.448,0.000000000
17.000,105.514,0.000000000
17.500,103.345,0.000000000
18.000,102.049,0.000000000
18.500,100.531,0.000000000
19.000,99.592,0.000000000
19.500,99.591,0.000000000
20.000,99.869,0.000000000
20.500,100.164,0.000000000
21.000,100.810,0.000000000
21.500,101.635,0.000000000
22.000,102.216,0.000000000
22.500,102.901,0.000000000
23.000,103.594,0.000000000
23.500,105.027,0.000000000
24.000,106.988,0.000000000
24.500,109.441,0.000000000
25.000,112.311,0.000000000
25.500,118.103,0.000000000
26.000,124.466,0.000000000
26.500,130.124,0.000000000
27.000,135.086,0.000000000
27.500,139.560,0.000000000
28.000,141.555,0.000000000
28.500,143.717,0.000000000
