#Frequency,Velocity,Velstd
6.500,779.892,0.000000000
7.000,758.906,0.000000000
7.500,668.212,0.000000000
8.000,561.367,0.000000000
8.500,455.839,0.000000000
9.000,388.693,0.000000000
9.500,342.533,0.000000000
10.000,313.208,0.000000000
10.500,298.718,0.000000000
11.000,282.161,0.000000000
11.500,273.861,0.000000000
12.000,265.812,0.000000000
12.500,261.058,0.000000000
13.000,255.896,0.000000000
13.500,250.113,0.000000000
14.000,246.041,0.000000000
14.500,241.719,0.000000000
15.000,237.083,0.000000000
15.500,232.035,0.000000000
16.000,229.436,0.000000000
16.500,228.030,0.000000000
17.000,225.994,0.000000000
17.500,224.270,0.000000000
18.000,223.308,0.000000000
18.500,221.850,0.000000000
19.000,220.424,0.000000000
19.500,217.467,0.000000000
20.000,214.066,0.000000000
20.500,210.430,0.000000000
21.000,206.671,0.000000000
21.500,202.609,0.000000000
22.000,199.841,0.000000000
22.500,196.884,0.000000000
23.000,194.223,0.000000000
23.500,192.420,0.000000000
24.000,192.465,0.000000000
24.500,193.379,0.000000000
25.000,194.926,0.000000000
25.500,195.808,0.000000000
26.000,196.689,0.000000000
26.500,196.025,0.000000000
27.000,195.667,0.000000000
27.500,195.790,0.000000000
28.000,196.666,0.000000000
28.500,198.204,0.000000000
