#Frequency,Velocity,Velstd
6.500,244.183,0.000000000
7.000,254.535,0.000000000
7.500,261.796,0.000000000
8.000,257.216,0.000000000
8.500,250.014,0.000000000
9.000,235.576,0.000000000
9.500,214.531,0.000000000
10.000,196.579,0.000000000
10.500,178.394,0.000000000
11.000,162.831,0.000000000
11.500,153.755,0.000000000
12.000,150.391,0.000000000
12.500,145.008,0.000000000
13.000,140.995,0.000000000
13.500,136.891,0.000000000
14.000,132.748,0.000000000
14.500,128.084,0.000000000
15.000,125.379,0.000000000
15.500,122.947,0.000000000
16.000,120.035,0.000000000
16.500,117.914,0.000000000
17.000,117.205,0.000000000
17.500,116.031,0.000000000
18.000,114.735,0.000000000
18.500,113.669,0.000000000
19.000,112.497,0.000000000
19.500,110.787,0.000000000
20.000,109.371,0.000000000
20.500,108.155,0.000000000
21.000,107.278,0.000000000
21.500,107.479,0.000000000
22.000,108.380,0.000000000
22.500,119.274,0.000000000
23.000,120.408,0.000000000
23.500,125.698,0.000000000
24.000,130.015,0.000000000
24.500,134.170,0.000000000
25.000,128.567,0.000000000
25.500,132.722,0.000000000
26.000,132.971,0.000000000
26.500,138.615,0.000000000
27.000,145.623,0.000000000
27.500,157.036,0.000000000
28.000,168.448,0.000000000
28.500,175.208,0.000000000
