#Frequency,Velocity,Velstd
6.500,498.025,0.000000000
7.000,450.876,0.000000000
7.500,403.727,0.000000000
8.000,356.578,0.000000000
8.500,328.602,0.000000000
9.000,320.962,0.000000000
9.500,316.411,0.000000000
10.000,306.394,0.000000000
10.500,296.377,0.000000000
11.000,278.883,0.000000000
11.500,268.731,0.000000000
12.000,258.579,0.000000000
12.500,252.045,0.000000000
13.000,245.082,0.000000000
13.500,241.093,0.000000000
14.000,236.302,0.000000000
14.500,231.511,0.000000000
15.000,228.247,0.000000000
15.500,224.811,0.000000000
16.000,222.356,0.000000000
16.500,221.001,0.000000000
17.000,218.813,0.000000000
17.500,216.671,0.000000000
18.000,214.003,0.000000000
18.500,211.686,0.000000000
19.000,209.237,0.000000000
19.500,205.428,0.000000000
20.000,201.123,0.000000000
20.500,197.302,0.000000000
21.000,193.231,0.000000000
21.500,188.915,0.000000000
22.000,186.791,0.000000000
22.500,185.436,0.000000000
23.000,184.726,0.000000000
23.500,184.403,0.000000000
24.000,186.387,0.000000000
24.500,188.372,0.000000000
25.000,190.372,0.000000000
25.500,192.372,0.000000000
26.000,194.446,0.000000000
26.500,194.590,0.000000000
27.000,195.049,0.000000000
27.500,195.581,0.000000000
28.000,196.228,0.000000000
28.500,196.772,0.000000000
