#Frequency,Velocity,Velstd
6.500,496.324,0.000000000
7.000,481.143,0.000000000
7.500,444.994,0.000000000
8.000,394.899,0.000000000
8.500,342.296,0.000000000
9.000,302.588,0.000000000
9.500,259.286,0.000000000
10.000,233.711,0.000000000
10.500,218.737,0.000000000
11.000,204.502,0.000000000
11.500,188.464,0.000000000
12.000,174.631,0.000000000
12.500,163.602,0.000000000
13.000,155.656,0.000000000
13.500,149.479,0.000000000
14.000,146.034,0.000000000
14.500,142.528,0.000000000
15.000,139.460,0.000000000
15.500,136.219,0.000000000
16.000,132.950,0.000000000
16.500,130.948,0.000000000
17.000,129.771,0.000000000
17.500,128.437,0.000000000
18.000,127.539,0.000000000
18.500,126.241,0.000000000
19.000,125.034,0.000000000
19.500,124.199,0.000000000
20.000,122.644,0.000000000
20.500,121.088,0.000000000
21.000,119.960,0.000000000
21.500,118.729,0.000000000
22.000,118.326,0.000000000
22.500,120.590,0.000000000
23.000,121.063,0.000000000
23.500,123.327,0.000000000
24.000,125.694,0.000000000
24.500,126.066,0.000000000
25.000,124.349,0.000000000
25.500,124.422,0.000000000
26.000,122.705,0.000000000
26.500,121.287,0.000000000
27.000,123.849,0.000000000
27.500,158.780,0.000000000
28.000,193.711,0.000000000
28.500,228.642,0.000000000
