#Frequency,Velocity,Velstd
6.500,750.996,0.000000000
7.000,737.485,0.000000000
7.500,647.112,0.000000000
8.000,536.372,0.000000000
8.500,423.086,0.000000000
9.000,382.556,0.000000000
9.500,337.849,0.000000000
10.000,303.019,0.000000000
10.500,292.146,0.000000000
11.000,284.031,0.000000000
11.500,275.626,0.000000000
12.000,271.398,0.000000000
12.500,270.722,0.000000000
13.000,265.127,0.000000000
13.500,257.498,0.000000000
14.000,252.393,0.000000000
14.500,246.633,0.000000000
15.000,241.304,0.000000000
15.500,235.027,0.000000000
16.000,229.630,0.000000000
16.500,225.461,0.000000000
17.000,221.710,0.000000000
17.500,218.008,0.000000000
18.000,215.372,0.000000000
18.500,214.113,0.000000000
19.000,212.902,0.000000000
19.500,209.959,0.000000000
20.000,207.211,0.000000000
20.500,205.030,0.000000000
21.000,203.054,0.000000000
21.500,200.703,0.000000000
22.000,199.615,0.000000000
22.500,198.022,0.000000000
23.000,196.436,0.000000000
23.500,194.849,0.000000000
24.000,194.396,0.000000000
24.500,194.648,0.000000000
25.000,195.405,0.000000000
25.500,195.422,0.000000000
26.000,195.439,0.000000000
26.500,194.699,0.000000000
27.000,194.238,0.000000000
27.500,194.388,0.000000000
28.000,195.547,0.000000000
28.500,197.503,0.000000000
