#Frequency,Velocity,Velstd
6.500,195.026,0.000000000
7.000,213.912,0.000000000
7.500,219.035,0.000000000
8.000,224.158,0.000000000
8.500,220.289,0.000000000
9.000,214.617,0.000000000
9.500,203.958,0.000000000
10.000,192.736,0.000000000
10.500,180.182,0.000000000
11.000,167.900,0.000000000
11.500,156.243,0.000000000
12.000,149.409,0.000000000
12.500,144.243,0.000000000
13.000,139.036,0.000000000
13.500,134.223,0.000000000
14.000,129.908,0.000000000
14.500,125.381,0.000000000
15.000,121.399,0.000000000
15.500,118.249,0.000000000
16.000,115.713,0.000000000
16.500,113.384,0.000000000
17.000,111.601,0.000000000
17.500,110.249,0.000000000
18.000,108.865,0.000000000
18.500,107.574,0.000000000
19.000,106.368,0.000000000
19.500,105.187,0.000000000
20.000,104.014,0.000000000
20.500,103.427,0.000000000
21.000,103.289,0.000000000
21.500,103.300,0.000000000
22.000,103.457,0.000000000
22.500,103.626,0.000000000
23.000,103.865,0.000000000
23.500,104.253,0.000000000
24.000,104.704,0.000000000
24.500,105.331,0.000000000
25.000,106.125,0.000000000
25.500,110.683,0.000000000
26.000,115.444,0.000000000
26.500,120.599,0.000000000
27.000,125.794,0.000000000
27.500,131.986,0.000000000
28.000,134.607,0.000000000
28.500,140.398,0.000000000
