#Frequency,Velocity,Velstd
6.500,211.316,0.000000000
7.000,232.178,0.000000000
7.500,239.749,0.000000000
8.000,245.426,0.000000000
8.500,239.871,0.000000000
9.000,231.993,0.000000000
9.500,218.671,0.000000000
10.000,204.773,0.000000000
10.500,189.450,0.000000000
11.000,175.919,0.000000000
11.500,163.803,0.000000000
12.000,156.627,0.000000000
12.500,150.915,0.000000000
13.000,144.991,0.000000000
13.500,139.568,0.000000000
14.000,134.629,0.000000000
14.500,129.553,0.000000000
15.000,125.270,0.000000000
15.500,122.079,0.000000000
16.000,119.482,0.000000000
16.500,117.085,0.000000000
17.000,115.283,0.000000000
17.500,113.807,0.000000000
18.000,112.004,0.000000000
18.500,110.152,0.000000000
19.000,108.391,0.000000000
19.500,106.689,0.000000000
20.000,105.096,0.000000000
20.500,104.401,0.000000000
21.000,104.267,0.000000000
21.500,104.378,0.000000000
22.000,104.626,0.000000000
22.500,104.900,0.000000000
23.000,105.263,0.000000000
23.500,105.823,0.000000000
24.000,106.275,0.000000000
24.500,106.869,0.000000000
25.000,107.531,0.000000000
25.500,111.462,0.000000000
26.000,115.561,0.000000000
26.500,120.008,0.000000000
27.000,124.733,0.000000000
27.500,130.600,0.000000000
28.000,133.303,0.000000000
28.500,139.691,0.000000000
