#Frequency,Velocity,Velstd
6.500,598.116,0.000000000
7.000,572.267,0.000000000
7.500,546.417,0.000000000
8.000,515.868,0.000000000
8.500,485.267,0.000000000
9.000,429.271,0.000000000
9.500,389.260,0.000000000
10.000,342.241,0.000000000
10.500,295.346,0.000000000
11.000,257.428,0.000000000
11.500,249.467,0.000000000
12.000,243.814,0.000000000
12.500,245.170,0.000000000
13.000,243.009,0.000000000
13.500,230.214,0.000000000
14.000,224.989,0.000000000
14.500,219.765,0.000000000
15.000,214.613,0.000000000
15.500,214.256,0.000000000
16.000,216.847,0.000000000
16.500,219.437,0.000000000
17.000,222.027,0.000000000
17.500,221.104,0.000000000
18.000,218.609,0.000000000
18.500,214.753,0.000000000
19.000,210.897,0.000000000
19.500,207.041,0.000000000
20.000,206.625,0.000000000
20.500,206.123,0.000000000
21.000,205.521,0.000000000
21.500,204.919,0.000000000
22.000,204.317,0.000000000
22.500,204.198,0.000000000
23.000,204.773,0.000000000
23.500,205.570,0.000000000
24.000,206.366,0.000000000
24.500,206.740,0.000000000
25.000,205.742,0.000000000
25.500,203.531,0.000000000
26.000,201.320,0.000000000
26.500,199.109,0.000000000
27.000,197.335,0.000000000
27.500,196.451,0.000000000
28.000,196.548,0.000000000
28.500,196.645,0.000000000
