#Frequency,Velocity,Velstd
6.500,289.109,0.000000000
7.000,320.319,0.000000000
7.500,346.304,0.000000000
8.000,345.571,0.000000000
8.500,332.217,0.000000000
9.000,297.274,0.000000000
9.500,260.433,0.000000000
10.000,220.673,0.000000000
10.500,202.429,0.000000000
11.000,188.225,0.000000000
11.500,177.757,0.000000000
12.000,167.259,0.000000000
12.500,158.106,0.000000000
13.000,150.144,0.000000000
13.500,143.229,0.000000000
14.000,137.126,0.000000000
14.500,132.448,0.000000000
15.000,128.743,0.000000000
15.500,125.473,0.000000000
16.000,122.881,0.000000000
16.500,120.516,0.000000000
17.000,118.583,0.000000000
17.500,117.136,0.000000000
18.000,116.210,0.000000000
18.500,115.783,0.000000000
19.000,115.335,0.000000000
19.500,114.959,0.000000000
20.000,114.511,0.000000000
20.500,113.926,0.000000000
21.000,113.341,0.000000000
21.500,112.926,0.000000000
22.000,112.309,0.000000000
22.500,111.694,0.000000000
23.000,111.046,0.000000000
23.500,110.399,0.000000000
24.000,109.916,0.000000000
24.500,109.634,0.000000000
25.000,109.786,0.000000000
25.500,111.191,0.000000000
26.000,147.268,0.000000000
26.500,185.409,0.000000000
27.000,227.587,0.000000000
27.500,269.516,0.000000000
28.000,318.165,0.000000000
28.500,355.747,0.000000000
