#Frequency,Velocity,Velstd
6.500,832.163,0.000000000
7.000,776.837,0.000000000
7.500,705.131,0.000000000
8.000,540.061,0.000000000
8.500,461.637,0.000000000
9.000,381.098,0.000000000
9.500,341.010,0.000000000
10.000,313.688,0.000000000
10.500,287.232,0.000000000
11.000,268.983,0.000000000
11.500,262.645,0.000000000
12.000,257.990,0.000000000
12.500,256.949,0.000000000
13.000,252.112,0.000000000
13.500,242.158,0.000000000
14.000,232.892,0.000000000
14.500,224.666,0.000000000
15.000,216.441,0.000000000
15.500,212.819,0.000000000
16.000,213.401,0.000000000
16.500,215.650,0.000000000
17.000,217.899,0.000000000
17.500,217.870,0.000000000
18.000,216.231,0.000000000
18.500,212.580,0.000000000
19.000,208.769,0.000000000
19.500,204.761,0.000000000
20.000,203.032,0.000000000
20.500,201.458,0.000000000
21.000,200.270,0.000000000
21.500,199.244,0.000000000
22.000,198.414,0.000000000
22.500,198.055,0.000000000
23.000,198.627,0.000000000
23.500,199.516,0.000000000
24.000,200.405,0.000000000
24.500,201.160,0.000000000
25.000,201.004,0.000000000
25.500,200.010,0.000000000
26.000,198.883,0.000000000
26.500,197.756,0.000000000
27.000,196.805,0.000000000
27.500,196.295,0.000000000
28.000,196.338,0.000000000
28.500,196.244,0.000000000
