#Frequency,Velocity,Velstd
6.500,448.914,0.000000000
7.000,428.759,0.000000000
7.500,390.479,0.000000000
8.000,340.067,0.000000000
8.500,288.967,0.000000000
9.000,263.580,0.000000000
9.500,234.306,0.000000000
10.000,209.338,0.000000000
10.500,193.715,0.000000000
11.000,177.252,0.000000000
11.500,164.463,0.000000000
12.000,154.135,0.000000000
12.500,144.209,0.000000000
13.000,136.397,0.000000000
13.500,129.735,0.000000000
14.000,124.291,0.000000000
14.500,120.136,0.000000000
15.000,117.469,0.000000000
15.500,114.888,0.000000000
16.000,111.913,0.000000000
16.500,108.735,0.000000000
17.000,106.144,0.000000000
17.500,103.383,0.000000000
18.000,101.017,0.000000000
18.500,99.357,0.000000000
19.000,98.324,0.000000000
19.500,97.444,0.000000000
20.000,97.166,0.000000000
20.500,97.102,0.000000000
21.000,97.210,0.000000000
21.500,97.532,0.000000000
22.000,98.026,0.000000000
22.500,98.750,0.000000000
23.000,99.934,0.000000000
23.500,102.727,0.000000000
24.000,106.333,0.000000000
24.500,110.597,0.000000000
25.000,115.450,0.000000000
25.500,121.410,0.000000000
26.000,125.801,0.000000000
26.500,130.397,0.000000000
27.000,134.397,0.000000000
27.500,139.038,0.000000000
28.000,143.883,0.000000000
28.500,148.580,0.000000000
