#Frequency,Velocity,Velstd
6.500,812.970,0.000000000
7.000,629.005,0.000000000
7.500,422.098,0.000000000
8.000,372.237,0.000000000
8.500,319.527,0.000000000
9.000,272.043,0.000000000
9.500,230.968,0.000000000
10.000,210.486,0.000000000
10.500,197.227,0.000000000
11.000,184.943,0.000000000
11.500,172.258,0.000000000
12.000,161.908,0.000000000
12.500,152.553,0.000000000
13.000,144.880,0.000000000
13.500,138.091,0.000000000
14.000,131.655,0.000000000
14.500,125.623,0.000000000
15.000,120.710,0.000000000
15.500,116.879,0.000000000
16.000,113.425,0.000000000
16.500,110.539,0.000000000
17.000,108.646,0.000000000
17.500,106.375,0.000000000
18.000,103.916,0.000000000
18.500,101.918,0.000000000
19.000,100.317,0.000000000
19.500,98.995,0.000000000
20.000,98.187,0.000000000
20.500,97.576,0.000000000
21.000,97.119,0.000000000
21.500,97.083,0.000000000
22.000,97.235,0.000000000
22.500,97.714,0.000000000
23.000,98.916,0.000000000
23.500,101.535,0.000000000
24.000,104.893,0.000000000
24.500,108.871,0.000000000
25.000,113.343,0.000000000
25.500,118.543,0.000000000
26.000,122.546,0.000000000
26.500,125.700,0.000000000
27.000,131.799,0.000000000
27.500,138.582,0.000000000
28.000,145.550,0.000000000
28.500,152.298,0.000000000
