#Frequency,Velocity,Velstd
6.500,1255.084,0.000000000
7.000,1208.063,0.000000000
7.500,1064.447,0.000000000
8.000,869.068,0.000000000
8.500,708.685,0.000000000
9.000,557.019,0.000000000
9.500,418.710,0.000000000
10.000,376.905,0.000000000
10.500,335.736,0.000000000
11.000,309.732,0.000000000
11.500,283.219,0.000000000
12.000,276.565,0.000000000
12.500,269.192,0.000000000
13.000,262.586,0.000000000
13.500,254.507,0.000000000
14.000,250.238,0.000000000
14.500,247.140,0.000000000
15.000,244.182,0.000000000
15.500,241.171,0.000000000
16.000,239.553,0.000000000
16.500,238.397,0.000000000
17.000,237.382,0.000000000
17.500,236.776,0.000000000
18.000,235.974,0.000000000
18.500,235.390,0.000000000
19.000,234.575,0.000000000
19.500,233.226,0.000000000
20.000,231.538,0.000000000
20.500,229.476,0.000000000
21.000,227.270,0.000000000
21.500,224.810,0.000000000
22.000,222.484,0.000000000
22.500,220.643,0.000000000
23.000,219.102,0.000000000
23.500,217.226,0.000000000
24.000,215.439,0.000000000
24.500,213.838,0.000000000
25.000,212.195,0.000000000
25.500,210.697,0.000000000
26.000,209.583,0.000000000
26.500,208.692,0.000000000
27.000,207.671,0.000000000
27.500,206.571,0.000000000
28.000,205.646,0.000000000
28.500,204.873,0.000000000
