#Frequency,Velocity,Velstd
6.500,220.972,0.000000000
7.000,239.334,0.000000000
7.500,251.404,0.000000000
8.000,242.859,0.000000000
8.500,246.384,0.000000000
9.000,235.526,0.000000000
9.500,220.499,0.000000000
10.000,203.335,0.000000000
10.500,192.295,0.000000000
11.000,178.789,0.000000000
11.500,166.100,0.000000000
12.000,154.704,0.000000000
12.500,144.938,0.000000000
13.000,136.983,0.000000000
13.500,131.017,0.000000000
14.000,125.795,0.000000000
14.500,122.125,0.000000000
15.000,119.173,0.000000000
15.500,116.416,0.000000000
16.000,113.905,0.000000000
16.500,112.146,0.000000000
17.000,110.702,0.000000000
17.500,109.836,0.000000000
18.000,109.385,0.000000000
18.500,108.886,0.000000000
19.000,108.194,0.000000000
19.500,107.490,0.000000000
20.000,106.775,0.000000000
20.500,105.845,0.000000000
21.000,104.828,0.000000000
21.500,104.005,0.000000000
22.000,103.376,0.000000000
22.500,102.967,0.000000000
23.000,103.091,0.000000000
23.500,104.720,0.000000000
24.000,106.675,0.000000000
24.500,108.941,0.000000000
25.000,113.271,0.000000000
25.500,340.317,0.000000000
26.000,566.221,0.000000000
26.500,791.800,0.000000000
27.000,999.829,0.000000000
27.500,1197.986,0.000000000
28.000,1169.356,0.000000000
28.500,1135.630,0.000000000
