#Frequency,Velocity,Velstd
6.500,249.548,0.000000000
7.000,261.613,0.000000000
7.500,270.067,0.000000000
8.000,264.239,0.000000000
8.500,257.433,0.000000000
9.000,242.134,0.000000000
9.500,219.148,0.000000000
10.000,199.774,0.000000000
10.500,182.175,0.000000000
11.000,165.556,0.000000000
11.500,154.686,0.000000000
12.000,151.127,0.000000000
12.500,145.428,0.000000000
13.000,139.676,0.000000000
13.500,133.851,0.000000000
14.000,130.325,0.000000000
14.500,126.320,0.000000000
15.000,123.866,0.000000000
15.500,121.732,0.000000000
16.000,119.283,0.000000000
16.500,117.276,0.000000000
17.000,116.127,0.000000000
17.500,115.116,0.000000000
18.000,114.025,0.000000000
18.500,112.933,0.000000000
19.000,111.647,0.000000000
19.500,109.873,0.000000000
20.000,108.345,0.000000000
20.500,107.071,0.000000000
21.000,106.187,0.000000000
21.500,106.334,0.000000000
22.000,107.043,0.000000000
22.500,115.685,0.000000000
23.000,116.915,0.000000000
23.500,121.586,0.000000000
24.000,125.419,0.000000000
24.500,129.179,0.000000000
25.000,125.208,0.000000000
25.500,129.623,0.000000000
26.000,131.315,0.000000000
26.500,137.932,0.000000000
27.000,144.549,0.000000000
27.500,154.205,0.000000000
28.000,162.886,0.000000000
28.500,167.810,0.000000000
