#Frequency,Velocity,Velstd
6.500,297.516,0.000000000
7.000,310.954,0.000000000
7.500,296.092,0.000000000
8.000,280.224,0.000000000
8.500,267.524,0.000000000
9.000,246.845,0.000000000
9.500,224.952,0.000000000
10.000,210.836,0.000000000
10.500,195.461,0.000000000
11.000,179.034,0.000000000
11.500,168.970,0.000000000
12.000,156.305,0.000000000
12.500,145.307,0.000000000
13.000,136.574,0.000000000
13.500,128.396,0.000000000
14.000,121.833,0.000000000
14.500,119.086,0.000000000
15.000,117.395,0.000000000
15.500,114.397,0.000000000
16.000,111.115,0.000000000
16.500,107.806,0.000000000
17.000,103.974,0.000000000
17.500,100.871,0.000000000
18.000,98.935,0.000000000
18.500,97.778,0.000000000
19.000,96.649,0.000000000
19.500,96.400,0.000000000
20.000,96.815,0.000000000
20.500,97.448,0.000000000
21.000,98.246,0.000000000
21.500,99.289,0.000000000
22.000,100.201,0.000000000
22.500,101.144,0.000000000
23.000,102.011,0.000000000
23.500,104.246,0.000000000
24.000,107.314,0.000000000
24.500,111.148,0.000000000
25.000,115.685,0.000000000
25.500,121.714,0.000000000
26.000,127.063,0.000000000
26.500,131.334,0.000000000
27.000,134.614,0.000000000
27.500,137.836,0.000000000
28.000,141.377,0.000000000
28.500,144.065,0.000000000
