#Frequency,Velocity,Velstd
6.500,244.599,0.000000000
7.000,264.716,0.000000000
7.500,292.648,0.000000000
8.000,306.531,0.000000000
8.500,304.320,0.000000000
9.000,275.392,0.000000000
9.500,244.299,0.000000000
10.000,211.489,0.000000000
10.500,189.530,0.000000000
11.000,173.147,0.000000000
11.500,161.451,0.000000000
12.000,150.969,0.000000000
12.500,140.928,0.000000000
13.000,133.331,0.000000000
13.500,127.889,0.000000000
14.000,123.997,0.000000000
14.500,120.761,0.000000000
15.000,118.189,0.000000000
15.500,115.911,0.000000000
16.000,113.882,0.000000000
16.500,111.847,0.000000000
17.000,109.966,0.000000000
17.500,108.428,0.000000000
18.000,107.095,0.000000000
18.500,105.833,0.000000000
19.000,104.823,0.000000000
19.500,103.934,0.000000000
20.000,103.312,0.000000000
20.500,102.946,0.000000000
21.000,102.818,0.000000000
21.500,102.885,0.000000000
22.000,102.978,0.000000000
22.500,103.930,0.000000000
23.000,104.615,0.000000000
23.500,105.560,0.000000000
24.000,106.581,0.000000000
24.500,107.597,0.000000000
25.000,107.869,0.000000000
25.500,111.145,0.000000000
26.000,146.911,0.000000000
26.500,182.521,0.000000000
27.000,218.130,0.000000000
27.500,249.653,0.000000000
28.000,273.829,0.000000000
28.500,261.434,0.000000000
