#Frequency,Velocity,Velstd
6.500,231.752,0.000000000
7.000,242.785,0.000000000
7.500,256.690,0.000000000
8.000,265.964,0.000000000
8.500,262.126,0.000000000
9.000,252.634,0.000000000
9.500,232.679,0.000000000
10.000,209.774,0.000000000
10.500,187.370,0.000000000
11.000,169.822,0.000000000
11.500,155.920,0.000000000
12.000,149.013,0.000000000
12.500,140.359,0.000000000
13.000,133.492,0.000000000
13.500,128.544,0.000000000
14.000,125.587,0.000000000
14.500,123.162,0.000000000
15.000,121.247,0.000000000
15.500,119.838,0.000000000
16.000,118.084,0.000000000
16.500,116.296,0.000000000
17.000,114.507,0.000000000
17.500,113.735,0.000000000
18.000,112.685,0.000000000
18.500,111.491,0.000000000
19.000,109.992,0.000000000
19.500,108.095,0.000000000
20.000,106.420,0.000000000
20.500,105.102,0.000000000
21.000,104.272,0.000000000
21.500,104.228,0.000000000
22.000,104.674,0.000000000
22.500,109.706,0.000000000
23.000,111.162,0.000000000
23.500,114.659,0.000000000
24.000,117.725,0.000000000
24.500,120.701,0.000000000
25.000,119.165,0.000000000
25.500,124.730,0.000000000
26.000,129.262,0.000000000
26.500,135.198,0.000000000
27.000,141.134,0.000000000
27.500,148.056,0.000000000
28.000,151.455,0.000000000
28.500,152.859,0.000000000
